path,planned_action,category,reason,needed_for_reproducibility,safe_to_ignore_for_final_reading
.git/COMMIT_EDITMSG,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8d/b702ecbb4f8cc46b05f640030c80a206ab01b3,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8d/cfaaa23f482a5dfc41f7fe2ee87db8e728019d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8e/4e5344c5137035b645668b637bfc1aa3faab24,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8e/806bae895c2e7d64abcfdc42e4eaf0dfb306a6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8e/8ad2b9a1381557a9b8f59919d1d67678d2e372,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8f/0817687a7557e0669c3c00389915a14e80ca6f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8f/1b5799bf7e3d7c5a8e52ee898c2b110f20a216,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8f/59539168166c5ebf79bf785be267b6a5700830,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/8f/d1a979d0e6cf76c4e1a51ffcd03d0fd57d34fc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/90/2583ccd75530d8311abfba022a84404a3962c0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/90/5d6a3ec9a55d0057e5d433d249d65cbf1da3f0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/92/54ab4df19822fd0ef2df71d12ec784f386de50,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/92/e7e9247a90caf0e20abbb8e4e72b8b544582da,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/92/fd90d2ef386c0e2ea0169b7950d1a81edfbf6f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/92/ff970ac9879578b5dd2650aaf2c1111e669d49,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/93/1b234894f2c012508be4d83374c299637abdaa,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/93/a788ba8bdb3535159ce206a9abe337d4a4e98c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/93/a833fdaa77a10de148964aa337d6faeb9342ec,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/93/dc94dd4ea4f858dc95baf04cc18c987568e885,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/93/ed7fee00989efd8d38ad929fce67aa2e769306,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/94/0e49406d8a4dec32e48e206bf109c2cfff90e6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/94/2098f27d22bb0963b35e452afaab8d2809bd56,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/94/47ec937dec8e67f31fdbe14aec35a0753d4994,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/94/6b47925d3cbddad29c1a1c7e41c33a634ded02,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/94/d211c05fd69e80502f25cee427b24e77d1d8ad,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/94/dab58484c135fb127279286fb8f9a30b16c9b6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/95/65bfe30d9a3c10ad17c48bf6d82f13558ea018,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/95/785cc35c7bab2dddedc5a9bf87337a90bc885e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/95/a026394279462309e39d751802b0c64d5f2103,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/95/ab0bd175e0fb967b6301644ac4266a0bed6778,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/95/ed81fa62c0ebcd8e276614d8e52b7d3ebe83fd,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/96/80d9b5596a92c49bd3b4adaa65706e2cd06848,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/96/abe43e2321c32b548eea54a1f104b567eb3f84,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/96/dcda3c71a0632821ad70fd04dffeaadc5ea0e1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/96/eb12295913b399436f400a605d07b6cd10d0cc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/97/4ac79f9594fe5fdf6ad7745248e2f9e7b6e37e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/97/9e9bd1b7f77ad60b46f49d850fa5363f1f9e72,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/97/a27d45634e5ae98bfb3c74e91ac071ef0ae245,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/97/aec552f489f27bf0721a4f441416c3ec0288fb,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/97/ccde04a93eabc3ccdf28b7228d77c6f65c1d29,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/98/5af1f54aaada970fd643038417705d6a261dd8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/98/7974362e185d03cdcf53134d73cba3a70e2d76,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/98/bdc386f825de33d2385f3a7db27c23baa2dc14,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/98/d17ddddacd33c5c4e95c8717e7f78e84f2bc01,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/98/d38b1e83de31e9562989383411d5a698faa2a1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/98/f3e97344bd3d4652af6851aeb545e4ccb95825,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/99/0b2583e177ccf4333d16d376e2490a95dbc05f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/99/655c911be1dc904d118ce3ea3fb4a9d19120ba,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/99/7fea552ec04c24fc4d0b8b77c0b5230cf5efc2,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/99/a71f1d471d4438f1f8a1b5cebbccf72eab138b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9a/c0ea76f190eec925d9eb6924553b0f1ff6e31b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9b/02357dceca0b0dea049e0234d75330074635cf,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9b/2cafef87745d165347467d6fad6717b438ead7,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9b/ebc886234081d95d1e7a04f5ae6bc04223aa2f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9c/3693f8ed3f92654bf9268fd7bfca5aa58f4525,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9d/113133189af0118c4d1f8ff1ff1ca16030552d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9d/28c2ed7d2ec906083eb08c63445245a2353174,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9d/664ed9d65f5e0424dafe155b0fdee0c322afc4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9d/9688df2dce8efe90596b552e6baf8f7f5c0a75,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9d/b6a1f4cdb734e8017797a36b2f93544cfe0587,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9d/ca1e2e8376629da27510e3e961573adabad84b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9e/1cf607a55c8b6ea85833f48942594f5c6ec0ee,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9e/611dc533b291b43d7a1aba25e7a3159bb97151,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9e/e33d31f39e1b1728e61a41248419040c7f1214,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9e/e3f56c4768f1643b6558cf21faba4261429481,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9e/f9a6b1a5fa9810d4dfee39d3a7781b6da34b5f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9f/4c9490635fcdfb3b24e1ff138b691d356a748c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9f/81b25c8364b679b9af7edf771c23423ba81d4f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/9f/d8240c34aa2b0181b125629080fc61d1dd3e6e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/1cca12c195e7c966cdc0e03f61ac6420d3f047,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/2e085e90efba425ad06646bb65eeb0cb6a4664,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/33c05ebf8a157a4b8eeb07fac07e8128ffd4e9,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/513ba8b52ca4aa7e936577176b00333f764226,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/55f6684905599f4537837839342189ba747ef2,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/691276196fa8db441067eca46966b85220433f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a0/87e9df8cec9afc06d6154f2dc5d920d514df10,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a1/35fb4acdb6d1d9877a402eb84d937816606ba9,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a1/5cdcbf29988d572f35ad1ecc386dfd10057299,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a1/7372ad83acf515a827a2e0b90a8090d553d67c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a1/a1abb2ca83348f42288a4cdf0472a6cdd3350b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a2/3988ec5782985492065a629ba458a754f61ea2,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a2/439e86b2cf84e5f5eb72445b417d2cac9412de,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a2/6c8206dc43eb9a142aeaa22e11b4fe4fbe458a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a2/c3ff03ca93022e6c4cadeb1f9f53d331a3d808,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a2/fae96ab819da8627fb52fa285e2aa483555060,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a3/7403b58bba35d2d88f08a46bff29f0f50ebfbc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a3/a8f86e9c8f2a5b12fdbf7ac3b89273ec8218fe,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a3/ad94a68cce3c6d294cba32890ff729bce8c813,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a3/dda51c73d5ead6c59754553fa555762aab7909,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a3/ea880de6a09ddd2e8f0c4e85984a809fe148d7,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a4/103873ee8b97405204ddd8603ae6c3278f8b59,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a4/3d1e7f2cf548748a9d0cce7c909be79a1dc7f8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a4/5f5ca860c9f3a1c2b63c7007bfcc649baab5d9,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a4/b621cedbc9a5ebc4604996a95b82bd1072ecd8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a4/d8e7def3901945e07f1641ac04ee920d836ea0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a5/4edeb13f1797e3574c509053b1eb4d6fcadcb0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a5/7aed1b1a1cf208ba2318e21419706c1966d861,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a5/f1eee59be09be56e270540725e480cd989b2b1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a6/344aac8c09253b3b630fb776ae94478aa0275b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a6/c07412f778bc9b1702418084d6c9396d369603,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a6/ee34081857ae0726c4add3be320ad90d1ac5a0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a6/fe838491032952d9673955f55ea26cbb5ccdbb,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a7/1ca1f0add5b6d7c137ca2a39e5511e1b44cdc8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a7/302041be333228d9d433a88ace97f67420c133,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a7/579f888317b9d294044633bd2891e3837006a1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a7/86abd6bdca341faf744e2d0700e4bdd7a00800,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a8/336b435ece9397bcf6e6cb1b90356852ca9441,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a8/99c3d94d1bacfbfb0f5eac638424c48f1dfafd,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a8/b24367c62d105168f264cbd4c002a5a6a4cce4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a8/cd9d894f033382ff0a464f7358b0a87998fe5f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a8/fa19778932b5590a51d82c4b005af525d7f39e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a9/c3561190c3b5c6d7d7d5cbcab4224244666021,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/a9/d01d48785995a6eb3753e21b6b9f215765be73,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/3a53d294cd771373dca2f810b0eb7ba9a0c2ef,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/42ee541a81aa8ac5f96f1dd34461fe15975cac,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/4a6235263215eaecff2db391c847f37bb4c06e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/8b732aa1927d5db1160cbbe7953723a32e6157,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/d6584df5d98731e07538c6dc74c0a4356ced77,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/e26d12b763f9c5129a14c9dde031ea0232454b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/aa/e3cb6214158b89885b146c2e7f4c05fa2918aa,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ab/134c1d3938b9a91f8c695359048ab55ea2ae70,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ab/1cf38e025a682ca0dad4413bcec5abbcb8911d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ab/5988fe3b67e12d4a0cb082b613e9a26f2b664e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ac/11edf0371d12398de33ae3a9f8177960ab96c1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ac/48789e0491061a34a3114c9cd23417c6e49199,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ac/77e074e63f373d4562428547e9cde56917a4c9,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ac/81e4490589c7776369c7bb503a729f2264c305,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ac/9912619576eab947b4c7471fe29ad79e7bf7c8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ac/b05a31748032f821964fb51d86e25e5d99c16f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ad/427cac77290c0a9c1f792b5d78df7e13c56b40,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ad/61aa088323b437542aef633c0f9b61fdec86ab,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ad/7fc78e9e962413706faeb9395e0b4ba24995f0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ad/9afa1bb50349b56acee4185d8e49f153037d4a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ad/ec75d1e2ad844de75a9937408352c463a3cc57,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/ae/1c905ff546363b2196f9282ba07db830223c75,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
